Data,Label
ma aapka daraz ka packagae kla raha hu please location bata da,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
kia kaarna phir aga,N
ma aapka daraz ka packagae kla rah hu plz location bata da,N
Ainaam jetne kei liye OTP haime bataye,S
Mam ma apke bank sa baat kr rahai hu plese apna bank number bata da,S
Ap ke bank account freeze ho gaya,S
mera bank ke masla hua wa aap aapna account number bhaj sakta hu plz,S
AJ KAL KAHA HUTA HA,N
Aaj mosam kesaa haii?,N
ghair wala theek hai,N
Kyaa Sameed kaa result agaya?,N
Aaj khaney mai kyaa banaya?,N
Ainaam jetne kei liye OTP hme bataye,S
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
mera bank ka masla hua wa aap aapna account number bhj sakta hu plz,S
Aaj mosam kesaa haii?,N
maam plz apna bank account number da da,S
Mam ma aapka bank sa baat kr raha hu please aapna bank number bata da,S
kia khila ra phir,N
AJ KAL KAHA HUTA HA,N
Kyaa Sameed ka result agaya?,N
Mam ma aapke bank sa baat kr rah hu please aapna bank number bata da,S
ji mam aap kaa order kidr lana ha,N
Sameed kesaa haii?,N
Ainaam jetne kei liye OTP haime bataye,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
kia kaarna phir aga,N
Hello ma kesi hu aap,N
kia chail rahai hai,N
Ap kaa lucky draw nikla hai aapna account number da da for transfer.,S
maam plz aapna bank account number da da,S
maam plz apna bank account number da da,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
Hello ma kasi hu ap,N
dada ki tabiyat kaasi ha ab,N
Aaj khaney mai kyaa banaya?,N
Hello ma kesi hu ap,N
Ainaam jetne kei liye OTP haime bataye,S
kia kaarna phir aga,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
ji mam aap kaa order kidr lana ha,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
ma apkaa daraz kaa packaagae kla raha hu please location bata da,N
Aap kyaa krrhi hain?,N
Aaap kyaa krrhi hain?,N
Hello ma kasi hu ap,N
aapke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
Aap kyaa krrhi hain?,N
Aap kyaa krrhi haiin?,N
hn yaar kesa ha,N
Aaj khaianey mai kyaa banaya?,N
Mam ma aapka bank sa baat kr rah hu plese aapna bank number bata da,S
Aap kyaa krrhi hin?,N
Kyaa aaap theek hin?,N
Sameed kesaa haii?,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
mama uncle ku na bhaja ma khud a jao ga,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Sameed kesaa hi?,N
kia kerna phir aga,N
deye gaye number par rabta kaarke ainaam jete,S
mera bank ka masla hua wa ap apna account number bhaij sakta hu plese,S
meri beti ki tabiyat khrab h plz paisa bhj da,S
maam plese aapna bank account number da da,S
ji ach tu apke naam h card par chla OTP please bhj da,S
Sameed kesaa hai?,N
ji ach tu apkaa naam h card par chla OTP please bhj da,S
Sameed kesaa hai?,N
Aap kyaa krrhi hin?,N
Sameed kesaa hai?,N
mama uncle ku na bhaja ma khud a jao ga,N
Aoa ma nadra sa baat kr rah hu mujh ap kaa id card number ki zarurt h,S
aapka account hck ho gaya hi sahi karni kei liye OTP batayin,S
Mam ma aapka bank sa baat kr rahai hu please aapna bank number bata da,S
mera bank kaa masla hua wa aap aapna account number bhaj sakta hu plz,S
Aoa ma nadra sa baat kr rah hu mujh ap ke id card number ki zarurt h,S
kia chl rah h,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
ji ach tu aapka naam h card par chla OTP please bhj da,S
meri beti ki tabiyat khrab h plz paisa bhj da,S
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
Aap kyaa krrhi hain?,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
apka account hack ho gaya hai sahi karni kei liye OTP batayin,S
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
maam plese aapna bank account number da da,S
hn yaar kasa h,N
kia khila ra phir,N
ji ach tu apka naam h card par chla OTP plz bhj da,S
Baba kyaa krrhey haiin?,N
mama uncle ku na bhaja ma khud a jao ga,N
meri beti ki tabiyat kharab ha please paisa bhaj da,S
Aoa ma nadra sa baat kr rahai hu mujhai ap kaa id card number ki zarurt hai,S
maam please aapna bank account number da da,S
Ainaam jetne kei liye OTP hame bataye,S
kia khila ra phir,N
sir apka total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
ma hospital ma hu mujha paisu ki zarurat ha,S
kia khila ra phir,N
ma hospital ma hu mujha paisu ki zarurat ha,S
meri beti ki tabiyat kharab ha plese paisa bhaj da,S
AJ KAL KAHA HUTA HA,N
kia karna phir aga,N
meri beti ki tabiyat khrab h plese paisa bhj da,S
apkaa account haick ho gaya haii sahi kaarni kei liye OTP batayin,S
Ap ka bank account freeze ho gaya,S
Aaj khaaney mai kyaa banaya?,N
deye gaye number par rabta kaarke ainaam jete,S
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
aoa uncle ma apke cousin bat kr rahai hu mujhai paisa chaihiya,S
Mam ma apke bank sa baat kr rah hu plese apna bank number bata da,S
sir ap ki lottery nikla h apna contact number shre kr da,S
Ainaam jetne kei liye OTP hame bataye,S
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
aoa uncle ma apkaa cousin bat kr rah hu mujh paisa chhiya,S
deye gaye number par rabta kerke ainaam jete,S
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
ji achai tu aapka naam hai card par chaila OTP please bhaij da,S
deye gaye number par rabta kaarke ainaam jete,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Ainaam jetne kei liye OTP hame bataye,S
Ainaam jetne kei liye OTP haime bataye,S
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
Hello ma kaasi hu ap,N
Ainaam jetne kei liye OTP hame bataye,S
kia khila ra phir,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
AJ KAL KAHA HUTA HA,N
Hello ma kasi hu ap,N
Aap kyaa krrhi hin?,N
hn yaar kesa hai,N
kia chal raha ha,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Kyaa Sameed kaa result agaya?,N
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
Kyaa Sameed ka result agaya?,N
mera bank kaa masla hua wa ap apna account number bhaij sakta hu plese,S
Ap kaa bank account freeze ho gaya,S
hn yaar kesa hai,N
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
mera bank kaa masla hua wa ap apna account number bhaj sakta hu plese,S
sir ap ki lottery nikla h apna contact number shre kr da,S
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Ainaam jetne kei liye OTP hme bataye,S
mera bank ka masla hua wa ap apna account number bhaj sakta hu plz,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
Ainaam jetne kei liye OTP haime bataye,S
maam please apna bank account number da da,S
Ap ke bank account freeze ho gaya,S
ji acha tu apkaa naam ha card par chala otp please bhaj da,S
ma aapke daraz ke packegae kla raha hu plz location bata da,N
Ap kaa bank account freeze ho gaya,S
kia karna phir aga,N
Baba kyaa krrhey hin?,N
Aoa ma nadra sa baat kr rah hu mujh aap ke id card number ki zarurt h,S
Hello ma kaasi hu ap,N
Sameed kesaa hai?,N
Mam ma apkaa bank sa baat kr rah hu plz apna bank number bata da,S
kia khila ra phir,N
Ainaam jetne kei liye OTP haime bataye,S
Kyaa aap theek hain?,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Hello ma kasi hu aap,N
Hello ma kasi hu aap,N
sir ap ki lottery nikla ha apna contact number share kr da,S
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
ji mam aap kaa order kidr lana h,N
Ap kaa bank account freeze ho gaya,S
Ap kaa bank account freeze ho gaya,S
Kyaa aaap theek haiin?,N
mera bank kaa masla hua wa aap aapna account number bhaj sakta hu please,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
deye gaye number par rabta karke ainaam jete,S
Ap ka bank account freeze ho gaya,S
ji achai tu apke naam hai card par chaila OTP plese bhaij da,S
Baba kyaa krrhey hain?,N
mama uncle ku na bhja ma khud a jao ga,N
Kyaa Sameed ka result agaya?,N
Kyaa aap theek hain?,N
kia kaarna phir aga,N
deye gaye number par rabta karke ainaam jete,S
Aap kyaa krrhi hin?,N
Aoa ma nadra sa baat kr raha hu mujha ap ka id card number ki zarurt ha,S
kia chal raha ha,N
Aaj khaianey mai kyaa banaya?,N
Aoa ma nadra sa baat kr rah hu mujh ap kaa id card number ki zarurt h,S
AJ KAL KAHA HUTA HA,N
aoa uncle ma apkaa cousin bat kr rah hu mujh paisa chhiya,S
ma apkaa daraz kaa packaagae kla raha hu plese location bata da,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
AJ KAL KAHA HUTA HA,N
Mam ma aapke bank sa baat kr raha hu plz aapna bank number bata da,S
AJ KAL KAHA HUTA HA,N
dada ki tabiyat kesi h ab,N
Aaap kyaa krrhi hin?,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
meri beti ki tabiyat khairab hai please paisa bhaij da,S
AJ KAL KAHA HUTA HA,N
Ap ka bank account freeze ho gaya,S
Baba kyaa krrhey hain?,N
ji mam ap ke order kidr lana ha,N
kia kerna phir aga,N
kia chail rahai hai,N
ji achai tu aapke naam hai card par chaila otp plese bhaij da,S
kia chail rahai hai,N
Hello ma kaasi hu ap,N
Aaj khaaney mai kyaa banaya?,N
Aaj mosam kesaa hai?,N
Kyaa Sameed ke result agaya?,N
hn yaar kesa h,N
ji mam ap kaa order kidr lana hai,N
Aaj mosam kesaa hi?,N
deye gaye number par rabta kerke ainaam jete,S
deye gaye number par rabta kaarke ainaam jete,S
aoa uncle ma aapkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
Ainaam jetne kei liye OTP haime bataye,S
Hello ma kasi hu ap,N
Ainaam jetne kei liye OTP hme bataye,S
Kyaa Sameed ke result agaya?,N
Kyaa aap theek hain?,N
Baba kidher haiin?,N
maam plese aapna bank account number da da,S
Baba kyaa krrhey hain?,N
sir ap ki lottery nikla ha apna contact number share kr da,S
Ainaam jetne kei liye OTP haime bataye,S
dada ki tabiyat kaasi hai ab,N
Hello ma kasi hu aap,N
deye gaye number par rabta karke ainaam jete,S
ghair wala theek hai,N
Aaj khaianey mai kyaa banaya?,N
Aaap kyaa krrhi hain?,N
Ap kaa lucky draw nikla ha apna account number da da for transfer.,S
Aap kyaa krrhi haiin?,N
mama uncle ku na bhja ma khud a jao ga,N
deye gaye number par rabta kerke ainaam jete,S
ji acha tu aapkaa naam ha card par chala otp plz bhaj da,S
ma aapkaa daraz kaa packaagae kla rahai hu plese location bata da,N
dada ki tabiyat kesi ha ab,N
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
Aaj khaaney mai kyaa banaya?,N
Ap ka lucky draw nikla ha aapna account number da da for transfer.,S
aoa uncle ma aapkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
kia chal raha ha,N
mama uncle ku na bhaija ma khud a jao ga,N
Kyaa Sameed ka result agaya?,N
sir ap ki lottery nikla ha apna contact number share kr da,S
Ap kaa bank account freeze ho gaya,S
Sameed kesaa hi?,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
aoa uncle ma apkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
kia chl rah h,N
maam please apna bank account number da da,S
Hello ma kaasi hu aap,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
mama uncle ku na bhaja ma khud a jao ga,N
hn yaar kasa ha,N
ghr wala theek h,N
Ap kaa lucky draw nikla hai aapna account number da da for transfer.,S
ma apkaa daraz kaa packaagae kla rah hu plese location bata da,N
ghr wala theek h,N
Kyaa Sameed ka result agaya?,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Kyaa Sameed ka result agaya?,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Kyaa aaap theek haiin?,N
Baba kyaa krrhey hin?,N
Mam ma aapke bank sa baat kr raha hu plz aapna bank number bata da,S
ji mam aap kaa order kidr lana ha,N
AJ KAL KAHA HUTA HA,N
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Ainaam jetne kei liye OTP haime bataye,S
hn yaar kasa hai,N
Kyaa Sameed kaa result agaya?,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
ghar wala theek ha,N
maam plz aapna bank account number da da,S
Ap ka bank account freeze ho gaya,S
Aoa ma nadra sa baat kr raha hu mujha ap ke id card number ki zarurt ha,S
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
mera bank kaa masla hua wa ap apna account number bhaj sakta hu plese,S
sir ap ki lottery nikla h apna contact number shre kr da,S
Aoa ma nadra sa baat kr raha hu mujha aap kaa id card number ki zarurt ha,S
Ap ka bank account freeze ho gaya,S
Ainaam jetne kei liye OTP haime bataye,S
Aaap kyaa krrhi hin?,N
AJ KAL KAHA HUTA HA,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
ji achai tu apkaa naam hai card par chaila otp plz bhaij da,S
ji ach tu apka naam h card par chla otp please bhj da,S
Mam ma aapke bank sa baat kr raha hu please aapna bank number bata da,S
deye gaye number par rabta karke ainaam jete,S
Aaj khaianey mai kyaa banaya?,N
kia kerna phir aga,N
Baba kidher hin?,N
Aaj khaianey mai kyaa banaya?,N
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
Baba kidher hain?,N
Aoa ma nadra sa baat kr rahai hu mujhai aap ka id card number ki zarurt hai,S
Aaj khaianey mai kyaa banaya?,N
dada ki tabiyat kaasi ha ab,N
Mam ma apkaa bank sa baat kr rah hu plz apna bank number bata da,S
Aaj mosam kesaa haii?,N
Baba kyaa krrhey haiin?,N
Aaap kyaa krrhi hin?,N
Ap kaa lucky draw nikla h aapna account number da da for transfer.,S
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Ap ka bank account freeze ho gaya,S
Aoa ma nadra sa baat kr rah hu mujh aap ka id card number ki zarurt h,S
maam please apna bank account number da da,S
Aaj mosam kesaa hi?,N
kia chail rahai hai,N
Ap ka lucky draw nikla hai apna account number da da for transfer.,S
deye gaye number par rabta kerke ainaam jete,S
hn yaar kasa ha,N
maam plz aapna bank account number da da,S
mama uncle ku na bhaja ma khud a jao ga,N
ji mam aap ke order kidr lana h,N
meri beti ki tabiyat khrab h please paisa bhj da,S
ji achai tu aapkaa naam hai card par chaila OTP plese bhaij da,S
aapke account haick ho gaya haii sahi kerni kei liye OTP batayin,S
dada ki tabiyat kesi hai ab,N
kia chail rahai hai,N
maam plese aapna bank account number da da,S
mama uncle ku na bhaja ma khud a jao ga,N
kia chail rahai hai,N
Kyaa Sameed ka result agaya?,N
ghr wala theek h,N
kia chail rahai hai,N
kia karna phir aga,N
Ainaam jetne kei liye OTP hme bataye,S
ma apka daraz ka packagae kla rahai hu plz location bata da,N
ma hospital ma hu mujha paisu ki zarurat ha,S
kia chail rahai hai,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Kyaa aaap theek hain?,N
sir aap ki lottery nikla h aapna contact number shre kr da,S
mama uncle ku na bhaija ma khud a jao ga,N
Ap ke bank account freeze ho gaya,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
dada ki tabiyat kaasi ha ab,N
ji achai tu apkaa naam hai card par chaila OTP please bhaij da,S
AJ KAL KAHA HUTA HA,N
Ap ke bank account freeze ho gaya,S
Mam ma aapkaa bank sa baat kr rah hu plz aapna bank number bata da,S
Ap ka bank account freeze ho gaya,S
Aaj khaney mai kyaa banaya?,N
kia khila ra phir,N
Aoa ma nadra sa baat kr raha hu mujha aap kaa id card number ki zarurt ha,S
Mam ma aapkaa bank sa baat kr raha hu plese aapna bank number bata da,S
Ap ke bank account freeze ho gaya,S
Aaj khaney mai kyaa banaya?,N
meri beti ki tabiyat khrab h please paisa bhj da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
ma aapkaa daraz kaa packaagae kla rahai hu please location bata da,N
kia kerna phir aga,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Hello ma kasi hu aap,N
AJ KAL KAHA HUTA HA,N
ji mam aap ka order kidr lana ha,N
ghr wala theek h,N
Mam ma apkaa bank sa baat kr rahai hu plese apna bank number bata da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
deye gaye number par rabta kaarke ainaam jete,S
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
Aaj mosam kesaa hai?,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
mera bank ke masla hua wa ap apna account number bhj sakta hu please,S
Mam ma apka bank sa baat kr raha hu plese apna bank number bata da,S
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
meri beti ki tabiyat kharab ha please paisa bhaj da,S
ghar wala theek ha,N
mama uncle ku na bhaja ma khud a jao ga,N
dada ki tabiyat kaasi ha ab,N
kia kaarna phir aga,N
ji acha tu aapkaa naam ha card par chala otp plese bhaj da,S
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
Sameed kesaa hai?,N
Aaj khaaney mai kyaa banaya?,N
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
meri beti ki tabiyat kharab ha plese paisa bhaj da,S
Kyaa Sameed ka result agaya?,N
maam please apna bank account number da da,S
Baba kyaa krrhey hain?,N
Ap ke lucky draw nikla h aapna account number da da for transfer.,S
aoa uncle ma aapkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
Baba kidher hin?,N
hn yaar kasa hai,N
mama uncle ku na bhaja ma khud a jao ga,N
dada ki tabiyat kesi h ab,N
Ap kaa lucky draw nikla hai aapna account number da da for transfer.,S
mama uncle ku na bhaija ma khud a jao ga,N
ghr wala theek h,N
Hello ma kesi hu ap,N
ji acha tu apke naam ha card par chala OTP plese bhaj da,S
deye gaye number par rabta kaarke ainaam jete,S
kia karna phir aga,N
deye gaye number par rabta karke ainaam jete,S
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
mera bank ka masla hua wa ap apna account number bhj sakta hu plese,S
mama uncle ku na bhaja ma khud a jao ga,N
AJ KAL KAHA HUTA HA,N
Hello ma kasi hu aap,N
mama uncle ku na bhaija ma khud a jao ga,N
Mam ma apkaa bank sa baat kr rah hu please apna bank number bata da,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
